,Kenteken,Voertuigsoort,Merk,Handelsbenaming,Massa_rijklaar,Datum_eerste_toelating,Brandstof_omschrijving,Datum_eerste_toelating_maand
221733,V793LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221734,V794LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221735,V795LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221736,V796LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221738,V798LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221739,V799LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221740,V800LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-03,CNG,
221754,V872NK,Bedrijfsauto,VOLKSWAGEN,CADDY,1555,2018-04-03,CNG,
221755,V873NK,Bedrijfsauto,VOLKSWAGEN,CADDY,1577,2018-04-03,CNG,
221756,V874NK,Bedrijfsauto,VOLKSWAGEN,CADDY,1555,2018-04-03,CNG,
221757,V881NK,Bedrijfsauto,VOLKSWAGEN,CADDY,1733,2018-04-03,CNG,
221758,V882NK,Bedrijfsauto,VOLKSWAGEN,CADDY,1592,2018-04-03,CNG,
221765,V938NN,Bedrijfsauto,FIAT,FIAT DUCATO,2385,2018-04-03,CNG,
222687,RZ875N,Personenauto,SKODA,CITIGO,1033,2018-04-04,CNG,
222688,RZ878N,Personenauto,SKODA,CITIGO,1033,2018-04-04,CNG,
222689,RZ882N,Personenauto,SKODA,CITIGO,1033,2018-04-04,CNG,
222690,RZ885N,Personenauto,SKODA,CITIGO,1033,2018-04-04,CNG,
222691,RZ886N,Personenauto,SKODA,CITIGO,1033,2018-04-04,CNG,
222692,RZ887N,Personenauto,SKODA,CITIGO,1033,2018-04-04,CNG,
222693,RZ890N,Personenauto,SKODA,CITIGO,1033,2018-04-04,CNG,
232395,SJ934G,Personenauto,VOLKSWAGEN,CADDY,1791,2018-04-09,CNG,
232397,SJ935G,Personenauto,VOLKSWAGEN,CADDY,1651,2018-04-09,CNG,
232398,SJ936G,Personenauto,VOLKSWAGEN,CADDY,1651,2018-04-09,CNG,
232399,SJ937G,Personenauto,VOLKSWAGEN,CADDY,1651,2018-04-09,CNG,
232400,SJ938G,Personenauto,VOLKSWAGEN,CADDY,1791,2018-04-09,CNG,
232401,SJ939G,Personenauto,VOLKSWAGEN,CADDY,1651,2018-04-09,CNG,
232402,SJ940G,Personenauto,VOLKSWAGEN,CADDY,1651,2018-04-09,CNG,
232403,SJ941G,Personenauto,VOLKSWAGEN,CADDY,1651,2018-04-09,CNG,
232543,V434NK,Bedrijfsauto,VOLKSWAGEN,CADDY,1737,2018-04-09,CNG,
232625,V785LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232626,V787LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232627,V788LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232628,V789LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232629,V792LT,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232630,V801LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232632,V803LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232633,V804LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232634,V805LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232636,V806LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232637,V806NB,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232638,V807LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232639,V807NB,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232640,V808LZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232641,V808NB,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232642,V809NB,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232643,V810NB,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
232645,V811NB,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-09,CNG,
239915,V048NK,Bedrijfsauto,VOLKSWAGEN,CADDY,1686,2018-04-12,CNG,
241823,SH784Z,Personenauto,MERCEDES-BENZ,B 200 C,1505,2018-04-13,CNG,
243540,V217LL,Bedrijfsauto,VOLKSWAGEN,CADDY,1697,2018-04-13,CNG,
246823,V376LJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246824,V378LJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246826,V379NF,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246863,V518NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246865,V519NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246866,V520NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246868,V521NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246869,V522NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246871,V525NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246872,V526NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246873,V527NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246875,V528NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246877,V529NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246878,V530NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246881,V531NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246882,V532NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246883,V533NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
246895,V630NH,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-04-16,CNG,
249176,V357NP,Bedrijfsauto,IVECO,35S14G,2551,2018-04-17,CNG,
252852,H015JV,Personenauto,VOLKSWAGEN,GOLF,1391,2018-04-19,CNG,
253091,L499XV,Personenauto,VOLKSWAGEN,POLO,1260,2018-04-19,CNG,
259101,V823NF,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-04-20,CNG,
260957,N598VN,Personenauto,AUDI,A4 AVANT G-TRON,1670,2018-04-23,CNG,
262528,VPT88L,Bedrijfsauto,VOLKSWAGEN,CADDY,1574,2018-04-23,CNG,
264383,SK262L,Personenauto,VOLKSWAGEN,CADDY,1686,2018-04-24,CNG,
264704,SK622T,Personenauto,VOLKSWAGEN,UP!,1033,2018-04-24,CNG,
265367,V707NF,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-04-24,CNG,
271836,SK466Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271837,SK467Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271839,SK468Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271841,SK469Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271842,SK470Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271848,SK471Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271851,SK472Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271852,SK473Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271854,SK474Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271856,SK475Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271857,SK476Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271858,SK477Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271860,SK478Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271862,SK479Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271864,SK480Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
271866,SK481Z,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-04-26,CNG,
277305,V847LK,Bedrijfsauto,VOLKSWAGEN,CADDY,1579,2018-04-28,CNG,
277757,L860NH,Personenauto,VOLKSWAGEN,GOLF,1391,2018-04-30,CNG,
278278,SJ326D,Personenauto,SKODA,CITIGO,1033,2018-04-30,CNG,
278279,SJ327D,Personenauto,SKODA,CITIGO,1033,2018-04-30,CNG,
278280,SJ328D,Personenauto,SKODA,CITIGO,1033,2018-04-30,CNG,
278281,SJ329D,Personenauto,SKODA,CITIGO,1033,2018-04-30,CNG,
278282,SJ330D,Personenauto,SKODA,CITIGO,1033,2018-04-30,CNG,
283108,V370NT,Bedrijfsauto,VOLKSWAGEN,CADDY,1677,2018-04-30,CNG,
283493,V821NF,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-04-30,CNG,
285345,V691LN,Bedrijfsauto,MERCEDES-BENZ,SPRINTER,2481,2018-05-01,CNG,
289070,SL108V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-03,CNG,
289073,SL109V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-03,CNG,
289075,SL110V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-03,CNG,
289080,SL113V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-03,CNG,
289084,SL114V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-03,CNG,
289729,SN237B,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-03,CNG,
289730,SN238B,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-03,CNG,
289731,SN239B,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-03,CNG,
291154,P035NB,Personenauto,SKODA,OCTAVIA,1416,2018-05-04,CNG,
291659,SL104V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-04,CNG,
291660,SL105V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-04,CNG,
291661,SL106V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-04,CNG,
291663,SL107V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-04,CNG,
291667,SL111V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-04,CNG,
291669,SL112V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-04,CNG,
291676,SL115V,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-04,CNG,
292616,SN240B,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-04,CNG,
296364,V009NJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-07,CNG,
296380,V145NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1581,2018-05-07,CNG,
296411,V310KZ,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-05-07,CNG,
296440,V388NK,Bedrijfsauto,VOLKSWAGEN,CADDY,1581,2018-05-07,CNG,
296459,V494NX,Bedrijfsauto,VOLKSWAGEN,CADDY,1553,2018-05-07,CNG,
296461,V516NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-05-07,CNG,
296462,V517NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-05-07,CNG,
296464,V523NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-05-07,CNG,
296485,V629NH,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-05-07,CNG,
296486,V634NH,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-07,CNG,
297854,SL387Z,Personenauto,VOLKSWAGEN,UP!,1033,2018-05-08,CNG,
297890,SL477R,Personenauto,VOLKSWAGEN,UP!,1033,2018-05-08,CNG,
297891,SL478R,Personenauto,VOLKSWAGEN,UP!,1033,2018-05-08,CNG,
297893,SL479R,Personenauto,VOLKSWAGEN,UP!,1033,2018-05-08,CNG,
299293,ZB242L,Personenauto,SEAT,LEON ST,1395,2018-05-08,CNG,
301721,V010NJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-09,CNG,
301868,V525PB,Bedrijfsauto,FIAT,FIAT DUCATO,2520,2018-05-09,CNG,
301924,V671NP,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-09,CNG,
301925,V673NP,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-09,CNG,
301966,V822NF,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-09,CNG,
302021,V961NN,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-09,CNG,
302023,V970NN,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-09,CNG,
302024,V971NN,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-09,CNG,
302025,V972NN,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-09,CNG,
304051,SN251R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-11,CNG,
304052,SN252R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-11,CNG,
304056,SN253R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-11,CNG,
304057,SN254R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-11,CNG,
304064,SN262R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-11,CNG,
304065,SN263R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-11,CNG,
304067,SN264R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-11,CNG,
304069,SN265R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-11,CNG,
307570,SN257R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-14,CNG,
307574,SN259R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-14,CNG,
307577,SN268R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-14,CNG,
308214,SN977R,Personenauto,VOLKSWAGEN,CADDY,1791,2018-05-14,CNG,
308462,V524NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-05-14,CNG,
308480,V567PD,Bedrijfsauto,VOLKSWAGEN,CADDY,1553,2018-05-14,CNG,
308500,V631NH,Bedrijfsauto,VOLKSWAGEN,CADDY,1652,2018-05-14,CNG,
310188,SN245R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310193,SN246R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310198,SN247R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310202,SN248R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310205,SN249R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310214,SN255R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310217,SN256R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310225,SN258R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310229,SN260R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310231,SN261R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310241,SN266R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310243,SN267R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-15,CNG,
310833,ST159Z,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310835,ST698X,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310836,ST738V,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310837,ST740V,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310838,ST793T,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310839,ST855V,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310840,ST910V,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310841,ST914X,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310842,ST917X,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310843,ST923V,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310844,ST924V,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310845,ST942T,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310846,ST949X,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310847,ST957X,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310848,ST977T,Personenauto,FIAT,FIAT DUCATO,2890,2018-05-15,CNG,
310935,V118ZP,Bedrijfsauto,VOLKSWAGEN,CADDY,1676,2018-05-15,CNG,
313477,V389NK,Bedrijfsauto,VOLKSWAGEN,CADDY,1581,2018-05-16,CNG,
314447,H998FF,Personenauto,FIAT,FIAT DOBLO,1615,2018-05-17,CNG,
316682,XK876H,Personenauto,AUDI,A5 SPORTBACK G-TRON,1655,2018-05-17,CNG,
320419,V798NG,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-18,CNG,
323513,SP415F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323515,SP416F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323516,SP417F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323518,SP418F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323524,SP424F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323527,SP425F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323529,SP426F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323530,SP427F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323902,SR068G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323903,SR069G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323904,SR073G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
323905,SR074G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-22,CNG,
324199,V367NR,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-22,CNG,
324259,V620PF,Bedrijfsauto,VOLKSWAGEN,CADDY,1555,2018-05-22,CNG,
324260,V621PF,Bedrijfsauto,VOLKSWAGEN,CADDY,1555,2018-05-22,CNG,
324266,V632NH,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-22,CNG,
324401,VRP59L,Bedrijfsauto,FIAT,FIAT DUCATO,2385,2018-05-22,CNG,
325981,SP409F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
325984,SP412F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
325986,SP413F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
325987,SP414F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
325988,SP420F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
325992,SP422F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
325993,SP423F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
325999,SP428F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326001,SP429F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326004,SP430F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326006,SP431F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326008,SP432F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326370,SR064G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326371,SR065G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326372,SR066G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326373,SR067G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326374,SR070G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326375,SR071G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326377,SR072G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326378,SR075G,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-23,CNG,
326854,V080PJ,Bedrijfsauto,IVECO,35S14N,2505,2018-05-23,CNG,
326855,V083PJ,Bedrijfsauto,IVECO,35S14N,2975,2018-05-23,CNG,
328821,SP410F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-24,CNG,
328823,SP411F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-24,CNG,
328829,SP419F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-24,CNG,
328830,SP421F,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-24,CNG,
330062,V251PJ,Bedrijfsauto,FIAT,FIAT DUCATO,2565,2018-05-24,CNG,
330115,V435HX,Bedrijfsauto,VOLKSWAGEN,CADDY,1550,2018-05-24,CNG,
333759,SR951K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333761,SR952K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333763,SR953K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333768,SR955K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333771,SR956K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333772,SR957K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333773,SR958K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333775,SR959K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333776,SR960K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333779,SR961K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333781,SR962K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333786,SR963K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333787,SR964K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333790,SR965K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333791,SR966K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333792,SR967K,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-25,CNG,
333893,V043PD,Bedrijfsauto,IVECO,35S14N,2854,2018-05-25,CNG,
336227,N932BK,Personenauto,AUDI,A4 AVANT G-TRON,1670,2018-05-28,CNG,
336409,SN250R,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-05-28,CNG,
340312,SR973N,Personenauto,VOLKSWAGEN,UP!,1033,2018-05-29,CNG,
340547,V011NJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1701,2018-05-29,CNG,
340620,V353NR,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340622,V356NR,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340624,V360NR,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340625,V364NR,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340627,V365NR,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340702,V633NH,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340708,V667NP,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340710,V669NP,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340712,V674NP,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340715,V676NP,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340716,V678NP,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340787,V963NN,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340788,V964NN,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340789,V965NN,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340791,V967NN,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
340792,V968NN,Bedrijfsauto,VOLKSWAGEN,CADDY,1664,2018-05-29,CNG,
352042,V099PL,Bedrijfsauto,FIAT,FIAT FIORINO,1255,2018-05-31,CNG,
352201,V213PN,Bedrijfsauto,IVECO,35S14N,2785,2018-05-31,CNG,
352685,V593PJ,Bedrijfsauto,VOLKSWAGEN,CADDY,1565,2018-05-31,CNG,
353361,XP654Z,Personenauto,VOLKSWAGEN,POLO,1260,2018-05-31,CNG,
355651,ST235D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355654,ST236D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355656,ST237D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355657,ST238D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355658,ST239D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355660,ST240D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355662,ST241D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355663,ST242D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355665,ST243D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355666,ST244D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355668,ST245D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355669,ST246D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355671,ST247D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355672,ST248D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355674,ST249D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355676,ST250D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355677,ST251D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355679,ST252D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355681,ST253D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
355682,ST254D,Personenauto,VOLKSWAGEN,KOMBI,2305,2018-06-01,CNG,
